Name,URL Domein,Conclusie over doel vd bron,Thumbs up 8-14?,Sector,Reclame,Vrije labels bron/onderwerp,uBlocked trackers,Commercialiteit,Onderwerpen,Div Labels NGO,Status,About page," Notes",Kwaliteit_about,Instelling/Bedrijf/Persoon,Resultaten: vrije labels,Moederbedrijf DB,onderzoekNR,Toegankelijkheidspagina,Resultaten DB,Extra URL,Created time,Created by,URL Moederbedrijf,SlimZ Resultaten DB,Resultaten: toegankelijkheid,Cookie info page,More examples,Related to Resultaten DB 01 (1) (Bronnen DB),Res: Ranking,"Res: soort result "
allesduurzaam.nl,https://www.allesduurzaam.nl/,"aggregator/contentfarm, review/vergelijkings-sites, webshop/winkel+promotioneel deel",Twijfel,Online-bedrijven,company_promotion,"platform (algemeen/specifiek), webshop",2,commercieel,,,Done,"https://www.allesduurzaam.nl/over_ons, https://www.allesduurzaam.nl/criteria",Biedt ook informatie over merken en labels. Nader te onderzoeken : hoe zit dat met hun criteria?,te_weinig_info,"Allesduurzaam.nl, Pear Online (hosting)",,,1,,Fairtrade Max Havelaar - Allesduurzaam (https://www.notion.so/Fairtrade-Max-Havelaar-Allesduurzaam-e1244c943c5148e8a144af639b02c704?pvs=21),"https://www.allesduurzaam.nl/verkooppunten/verkooppunten_item/t/watmooi, https://www.allesduurzaam.nl/keurmerken/keurmerken_item/t/rugmark","October 30, 2023 10:46 AM",Maarten Sprenger,,,,,,,6,informatief
allesovercrypto.nl,https://allesovercrypto.nl/,"informatieproduct div. commercieel, product-/bedrijfsinfo + uithangbord",Nee,Online-bedrijven,company_promotion,"kennisbank/centrum, promotioneel",19,commercieel,,,Needs peer-review,https://allesovercrypto.nl/over,veel aanbiedingen; neutraliteit moeilijk te beoordelen,uitgebreide_about,AllesOverCrypto Groep,,,1,,Waarom beleggen in edelmetalen en hoe doe je het? | AllesOverCrypto (https://www.notion.so/Waarom-beleggen-in-edelmetalen-en-hoe-doe-je-het-AllesOverCrypto-14fa053e9ddf4cd5b5623ef3e9747f9f?pvs=21),,"November 4, 2023 9:34 PM",Maarten Sprenger,,,,,,,5,informatief
allesoverseks.be,https://www.allesoverseks.be/,"kwaliteitsinfo voor 8-18, overheidsinformatie (overige)",Ja,Overheid (of i.o.v.),no_ads,"doelgroep VO/12+, informatie_primair_doel, overheidsinfo (of i.o.v.), wel_link_naar_moederbedrijf",3,not_for_profit,lichaam,,Done,-,wel link naar moederbedrijf en https://www.vlaanderen.be/departement-zorg,voldoende_about,Sensoa / Vlaanderen Overheid/Vlaams expertisecentrum voor seksuele gezondheid,homepage,sensoa.be (https://www.notion.so/sensoa-be-15236c38726d4c2286e86e06b0ffc3c2?pvs=21),"1,1,1,1",,"allesoverseks.be - van Sensoa (https://www.notion.so/allesoverseks-be-van-Sensoa-5891e7bd8d0b4510a057c85204cf6d13?pvs=21), Puberteit welke veranderingen? | allesoverseks.be - van Sensoa (https://www.notion.so/Puberteit-welke-veranderingen-allesoverseks-be-van-Sensoa-b70c989dde1c4e9fb5c973a37b563ca0?pvs=21), Menstruatie - Wat is normaal? Pijn of klachten | allesoverseks.be - van Sensoa (https://www.notion.so/Menstruatie-Wat-is-normaal-Pijn-of-klachten-allesoverseks-be-van-Sensoa-1f41be80f60f46c784bdae27facf16d7?pvs=21), Hoe verloopt de menstruatiecyclus? | allesoverseks.be - van Sensoa (https://www.notion.so/Hoe-verloopt-de-menstruatiecyclus-allesoverseks-be-van-Sensoa-225c1bdaf599402887fabb938499e31b?pvs=21)",,"January 7, 2024 4:48 PM",Maarten Sprenger,https://www.sensoa.be/,,,https://www.allesoverseks.be/cookie-en-privacybeleid-allesoverseksbe,,,"5,6,3,4","informatief,informatief,informatief,informatief"
allthingsamalia.nl,https://allthingsamalia.nl/,informatieproduct div. commercieel,Just-in-case,Uitgevers (div. commercieel),many_ads,"informatie_primair_doel, nieuws",2,commercieel,royalty,,Done,https://allthingsamalia.nl/over-ons/,“All Things Amalia is jouw nieuwssite voor alles wat je maar wilt weten over onze kroonprinses.”,voldoende_about,,homepage,,1,,All Things Amalia – De nieuwssite voor alles over onze kroonprinses (https://www.notion.so/All-Things-Amalia-De-nieuwssite-voor-alles-over-onze-kroonprinses-9d25b17ce8aa44aab2ab06352bb13400?pvs=21),,"January 8, 2024 11:41 AM",Maarten Sprenger,,,,,,,6,informatief
http://amazon.nl/,https://www.amazon.nl/,alleen webshop,Nee,BigTech,company_promotion,"BigTech, webshop",11,commercieel,,,Done,https://www.aboutamazon.eu/?utm_source=gateway&utm_medium=footer,,voldoende_about,"http://amazon.com/, Inc.",webshop_result_page,,1,,Spares2go Post motor HEPA-filter voor Dyson V8 draadloze stofzuiger : Amazon.nl: Wonen & keuken (https://www.notion.so/Spares2go-Post-motor-HEPA-filter-voor-Dyson-V8-draadloze-stofzuiger-Amazon-nl-Wonen-keuken-70602a7a5ba74668ab866d2dce87cd97?pvs=21),,"February 22, 2024 3:22 PM",Maarten Sprenger,,,,,,,8,transactional
ambachtelijkijscentrum.nl,https://ambachtelijkijscentrum.nl,verenigingsinformatie-landelijk/lokaal,Just-in-case,Beroeps/Branche-verenigingen,company_promotion,"bedrijfsinfo/uithangbord, vakinformatie/beroepsinfo",1,commercieel,,,Done,https://ambachtelijkijscentrum.nl/voc/,opvallend twee bijna gelijke websites; ook info in footer,voldoende_about,Vereniging Ambachtelijk IJscentrum,,,1,,Pasteuriseren en terugkoelen - Ambachtelijk IJscentrum (https://www.notion.so/Pasteuriseren-en-terugkoelen-Ambachtelijk-IJscentrum-72b67da577cc49eda056606d84f44b4e?pvs=21),,"January 2, 2024 3:30 PM",Maarten Sprenger,https://www.ijscentrum.nl/,,,,,,6,informatief
amsterdamboatcenter.com,https://amsterdamboatcenter.com/,product-/bedrijfsinfo + uithangbord,Just-in-case,Winkels en bedrijven div,no_ads,"bedrijfsinfo/uithangbord, meertalig, promotioneel",10,commercieel,,,Done,https://amsterdamboatcenter.com/contact/,,voldoende_about,Amsterdam Boat Center,,,1,,150 persoons Stoomschip Succes - Amsterdam Boat Center (https://www.notion.so/150-persoons-Stoomschip-Succes-Amsterdam-Boat-Center-f03b3fa40b0647f3811ce09b66087eba?pvs=21),,"February 21, 2024 3:54 PM",Maarten Sprenger,,,,,,,10,transactional
http://animals-toys.nl/,https://www.animals-toys.nl/,alleen webshop,Nee,Winkels en bedrijven div,company_promotion,webshop,16,commercieel,,,Done,https://www.animals-toys.nl/contact,,voldoende_about,Seuren Health BV,webshop_result_page,,1,,Schleich Smurfen kopen? | #1 Schleich winkel | Animals Toys (https://www.notion.so/Schleich-Smurfen-kopen-1-Schleich-winkel-Animals-Toys-c7722e3fb2e541f188c26929be87be45?pvs=21),,"February 22, 2024 1:05 PM",Maarten Sprenger,,,,,,,5,transactional
annefrank.org,https://www.annefrank.org,"kwaliteitsinfo-musea, product-/bedrijfsinfo + uithangbord",Ja,Musea en archieven,company_promotion,"kennisbank/centrum, kinder/jeugdsectie, promotioneel",1,not_for_profit,geschiedenis,ANBI,Done,"https://www.annefrank.org/nl/over-ons/, https://www.annefrank.org/nl/over-ons/wie-we-zijn-wat-we-doen-en-hoe-het-begon/",,uitgebreide_about,Anne Frank Stichting,,,1,,De tijdlijn | Anne Frank Stichting (https://www.notion.so/De-tijdlijn-Anne-Frank-Stichting-73f8b0dca8d644e78dc1c6f6aa7acd5b?pvs=21),https://www.annefrank.org/nl/museum/in-het-museum/,"December 15, 2023 5:16 PM",Maarten Sprenger,,,,,,,2,informatief
antoniusziekenhuis.nl,https://www.antoniusziekenhuis.nl,kwaliteitsinfo-gezondheidsorganisaties,Ja,Ziekenhuizen,no_ads,kennisbank/centrum,2,commercieel,gezondheid,,Done,https://www.antoniusziekenhuis.nl/over-het-st-antonius-ziekenhuis,,uitgebreide_about,,,,1,-,Slokdarm - drukmeting (manometrie) | St. Antonius Ziekenhuis (https://www.notion.so/Slokdarm-drukmeting-manometrie-St-Antonius-Ziekenhuis-717e225315a3402db40398363c8db2ba?pvs=21),"https://www.antoniusziekenhuis.nl/aandoeningen, https://www.antoniusziekenhuis.nl/aandoeningen/staar-cataract","December 15, 2023 4:47 PM",Maarten Sprenger,https://santeon.nl/,,,https://www.antoniusziekenhuis.nl/cookieverklaring,,,5,informatief
anw.ivdnt.org,https://anw.ivdnt.org/,"kennisbank/centrum +, kwaliteitsinfo-onderwijs (gratis)",Ja,Onafhankelijk Kennis- en adviescentrum,no_ads,"informatie_primair_doel, woordenboek",2,not_for_profit,,,Done,https://anw.ivdnt.org/about,met missie/visie,uitgebreide_about,"Algemeen Nederlands Woordenboek, Instituut voor de Nederlandse Taal",,,"1,1,1",,"waterbuffel - ANW (Algemeen Nederlands Woordenboek) (https://www.notion.so/waterbuffel-ANW-Algemeen-Nederlands-Woordenboek-503aa947e21f448d8dd391076a8d2255?pvs=21), varkentje - ANW (Algemeen Nederlands Woordenboek) (https://www.notion.so/varkentje-ANW-Algemeen-Nederlands-Woordenboek-844f33d9c54b434a9cdc063a3e7ee949?pvs=21), galei - ANW (Algemeen Nederlands Woordenboek) (https://www.notion.so/galei-ANW-Algemeen-Nederlands-Woordenboek-801efda832174639a57b2b2e8865ad93?pvs=21)",,"November 3, 2023 9:50 PM",Maarten Sprenger,https://ivdnt.org/,,,,,,"9,5,8","informatief,informatief,informatief"
anwb.nl,anwb.nl,"informatieproduct div. commercieel, verenigingsinformatie-landelijk/lokaal",Ja,Belangenvereniging/club div,company_promotion,"abo-print, journalistiek, kennisbank/centrum, promotioneel, webshop",17,commercieel,,,Done,https://www.anwb.nl/over-anwb,"met missie/visie; vereniging met betalende leden en openbare informatie. Hoe sterk not-for-profit is de ANWB (nu op commercieel gezet; maar an sich geen winstoogmerk; 4,8 miljoen leden - Quote https://www.quotenet.nl/zakelijk/a37062871/wegenwacht-en-winstmachine-de-anwb-is-euro15-miljard-waard/; omzet 1+ miljard, winst 61 miljoen); de invloed is groot, verenigingsleden hebben allerlei voordelen en daar is veel reclame voor. Kaarten via TomTom",uitgebreide_about,Koninklijke Nederlandse Toeristenbond ANWB > ANWB B.V.,,,1,,24 dierentuinen door heel Nederland| ANWB (https://www.notion.so/24-dierentuinen-door-heel-Nederland-ANWB-320a945e95f842fb9188391d684d3ec0?pvs=21),https://merk.anwb.nl/m/20b6180d1058e762/original/Organigram-extern-juni-2023.pdf,"November 26, 2023 2:20 PM",Carsten Schnober,,,,,,,1,informatief
apotheek.nl,https://www.apotheek.nl/,"kwaliteitsinfo-gezondheidsorganisaties, positief-gevalideerd",Ja,Beroeps/Branche-verenigingen,no_ads,"bedrijfsinfo/uithangbord, kennisbank/centrum, positief-gevalideerd",1,commercieel,"gezondheid, zelfzorg",,Done,https://www.apotheek.nl/over-apotheeknl,,uitgebreide_about,Apotheek.nl is een initiatief van de Koninklijke Nederlandse Maatschappij ter bevordering der Pharmacie,,,1,,Diarree | Apotheek.nl (https://www.notion.so/Diarree-Apotheek-nl-a9b62a684c6442909ca672e37980b349?pvs=21),https://www.apotheek.nl/klachten-ziektes/ontstoken-ogen-door-andere-oorzaken,"December 15, 2023 11:57 AM",Maarten Sprenger,,,,,,,6,informatief
apúntateuna.es,https://www.apuntateuna.es/,aggregator/contentfarm,Nee,Online-bedrijven,over_the_top_ads,link/reclamevehikel,7,ultra_commercieel,,,Done,https://www.apuntateuna.es/autor,"pagina’s zijn dynamisch qua url’s in alle talen door elkaar! 
Heel cynisch de naam betekent amputatie
Site is inmiddels uit de lucht; leek gehackt; en Google heeft dit soort ai-sites geblockt…",fake_about,webmannetje,,,,,,"https://www.apuntateuna.es/nieuw/hoe-is-de-aarde-ontstaan-2.html, https://www.apuntateuna.es/how/hoe-lang-bestaat-de-aarde.html","August 24, 2023 2:12 PM",Maarten Sprenger,,,,,,,,
arboportaal.nl,https://www.arboportaal.nl/,overheidsinformatie (wetten/regels),Ja,Overheid (of i.o.v.),no_ads,"informatie_primair_doel, kennisbank/centrum, overheidsinfo (of i.o.v.)",1,not_for_profit,gezondheid,,Done,https://www.arboportaal.nl/over-het-arboportaal,,uitgebreide_about,"Arboportaal, ministerie van Sociale Zaken en Werkgelegenheid",,,1,,Wat zijn de risico’s van trillingen en schokken? | Trillingen en schokken | Arboportaal (https://www.notion.so/Wat-zijn-de-risico-s-van-trillingen-en-schokken-Trillingen-en-schokken-Arboportaal-5fe343aa6e2140d2a3a71db2f01aad60?pvs=21),,"December 14, 2023 2:26 PM",Maarten Sprenger,https://www.rijksoverheid.nl/ministeries/ministerie-van-sociale-zaken-en-werkgelegenheid,,,,,,10,informatief
archeon.nl,https://www.archeon.nl,"kwaliteitsinfo-musea, product-/bedrijfsinfo + uithangbord",Ja,Musea en archieven,company_promotion,"(product)informatie ihkv verkoop/bezoek, onderwijscontent, promotioneel, webshop",5,not_for_profit,,ANBI,Done,https://www.archeon.nl/nl/organisatie.html,"Met aparte Canon v Nederland pagina (Canon is ook in beheer bij Archeon) . Informatie is nogal al vermengd met de call to action om te komen, te feesten en met de agenda van happenings. Beetje commercieel wel. ",uitgebreide_about,Stichting Museumpark Archeon,,,1,,Naam van faam voor de Alphense Romein | Archeon (https://www.notion.so/Naam-van-faam-voor-de-Alphense-Romein-Archeon-3ca1edad0e5c4af9a73b4858dc2335ca?pvs=21),https://www.archeon.nl/nl/canon-van-nederland.html,"December 14, 2023 7:01 PM",Maarten Sprenger,,,,,,,10,informatief
artis.nl,https://www.artis.nl/nl/,"kwaliteitsinfo-musea, product-/bedrijfsinfo + uithangbord",Ja,Dierentuinen (stichting/bedrijf),company_promotion,"(product)informatie ihkv verkoop/bezoek, kennisbank/centrum, log_in (geheel/gedeeltelijk), promotioneel",2,not_for_profit,dieren,ANBI,Done,https://www.artis.nl/nl/footer/over-natura-artis-magistra/,,uitgebreide_about,ARTIS,homepage,,"1,1,1",,"ARTIS – In hartje Amsterdam - (https://www.notion.so/ARTIS-In-hartje-Amsterdam-be52bee91e1d4a7ab588d43750c4cc35?pvs=21), Ontdek alle dieren, planten en bomen in dierentuin ARTIS - (https://www.notion.so/Ontdek-alle-dieren-planten-en-bomen-in-dierentuin-ARTIS-9da1480ec8264c3fbe2d22f6ed6efc7b?pvs=21), Groeien buiten de baarmoeder - (https://www.notion.so/Groeien-buiten-de-baarmoeder-54845977def44261ac319d0cdeb55e08?pvs=21)",,"November 26, 2023 2:22 PM",Carsten Schnober,,,,,,,"2,9,9","informatief,informatief,informatief"
arts.nl,https://arts.nl/over-arts-nl/,,,,,schimmige-bv,,commercieel,zelfzorg,,In progress,,"“Kies Uw Cosmetische Ingreep | Natuurlijk Resultaat “
https://arts.nl/artsen/ -leeg
Verder zelfde club als de andere 3 
Verschillende links in footer zijn stuk: privacy statement en algemene voorwaarden",,,,dokter.nl BV (https://www.notion.so/dokter-nl-BV-72dc6e44c1144b2da67e5244209a661a?pvs=21),,,,,"February 20, 2024 11:46 AM",Maarten Sprenger,,,,,,,,
artsandculture.google.com,https://artsandculture.google.com,aggregator/contentfarm,Just-in-case,BigTech,company_promotion,BigTech,2,commercieel,,,Done,https://about.artsandculture.google.com/,Inhoud is ok zo lijkt het; goed gejat dat wel,te_weinig_info,Alphabet,,Alphabet (https://www.notion.so/Alphabet-a862600764f644e8b6268d9065b4dfec?pvs=21),1,,Groot Barrièrerif — Google Arts & Culture (https://www.notion.so/Groot-Barri-rerif-Google-Arts-Culture-8c83b569514546bb85e3bd84465b2893?pvs=21),,"January 2, 2024 4:36 PM",Maarten Sprenger,https://abc.xyz/,,,,,,8,informatief
at5.nl,https://www.at5.nl,publiek_mediaplatform (incl journalistiek),Ja,Publieke_omroep,"company_promotion, limited_ads","entertainment, informatie_primair_doel, journalistiek, nieuws",35,not_for_profit,nieuws,,Done,https://www.at5.nl/about,1 ad per pagina,uitgebreide_about,"AT5, onderdeel van Publieke Omroep Amsterdam",,,1,-,Handgranaat aangetroffen op voetbalveld in de Bijlmer - AT5 (https://www.notion.so/Handgranaat-aangetroffen-op-voetbalveld-in-de-Bijlmer-AT5-1dbc7808d61d49269bc0a3d2e7717db1?pvs=21),,"December 15, 2023 2:39 PM",Maarten Sprenger,https://publiekeomroepamsterdam.nl/,,,https://www.at5.nl/privacyverklaring,,,6,informatief
atlasnatuurlijkkapitaal.nl,https://www.atlasnatuurlijkkapitaal.nl/,overheidsinformatie (overige),Ja,Overheid (of i.o.v.),no_ads,"informatie_primair_doel, overheidsinfo (of i.o.v.)",1,not_for_profit,,,Done,https://www.atlasnatuurlijkkapitaal.nl/colofon,,uitgebreide_about,"De Atlas Natuurlijk Kapitaal (ANK) ",,,1,,Drinkwater | Atlas Natuurlijk Kapitaal (https://www.notion.so/Drinkwater-Atlas-Natuurlijk-Kapitaal-06b9d66552bb447a98ec8957b6d53256?pvs=21),,"January 8, 2024 10:23 AM",Maarten Sprenger,https://www.rivm.nl/,,,,,,8,informatief
autoblog.nl,autoblog.nl,informatieproduct div. commercieel,Just-in-case,Uitgevers (div. commercieel),many_ads,"nieuws, user_generated_content",34,commercieel,,,Almost completed,https://www.autoblog.nl/informatie,,uitgebreide_about,"Autoblog.nl, https://www.autoblog.nl/ BV",,,1,,Ferrari - Autoblog.nl (https://www.notion.so/Ferrari-Autoblog-nl-1855842d56354b949a69e66c6652dc2d?pvs=21),,"December 25, 2023 10:19 AM",Carsten Schnober,,,,,,,8,navigational
